 Lat,Lon,Cat-0[Clim],Cat-0[ANLG],Cat-1[Clim],Cat-1[ANLG],Cat-2[Clim],Cat-2[ANLG],Cat-3[Clim],Cat-3[ANLG]
17.5,95.9,0.1174,0.0853,0.0318,0.0223,0.0081,0.0084,,
17.6,95.9,0.1216,0.0823,0.0338,0.0212,0.009,0.0074,,
17.7,95.9,0.1253,0.0783,0.0352,0.0193,0.0097,0.0059,,
17.8,95.9,0.1316,0.0768,0.0365,0.0198,0.01,0.0058,,
17.9,95.9,0.1343,0.0762,0.0381,0.0204,0.0107,0.0061,,
18,95.9,0.139,0.0812,0.0397,0.0222,0.0113,0.0073,,
18.1,95.9,0.1389,0.0889,0.0398,0.027,0.0119,0.0094,,
18.2,95.9,0.1416,0.0962,0.0406,0.0296,0.0113,0.0113,,
18.3,95.9,0.1453,0.1074,0.0416,0.0347,0.0119,0.0142,,
18.4,95.9,0.1456,0.1155,0.0418,0.0374,0.0114,0.015,,
18.5,95.9,0.146,0.1215,0.0407,0.0393,0.0109,0.0157,,
18.6,95.9,0.1469,0.1275,0.0416,0.041,0.0113,0.0165,,
18.7,95.9,0.1452,0.1325,0.04,0.0421,0.0108,0.017,,
18.8,95.9,0.1449,0.1375,0.0398,0.0409,0.0106,0.0157,,
18.9,95.9,0.1425,0.1358,0.0376,0.0388,0.0095,0.0141,,
19,95.9,0.1412,0.1356,0.0353,0.0369,0.0086,0.0123,,
19.1,95.9,0.1391,0.1367,0.0325,0.0344,0.0082,0.0107,,
19.2,95.9,0.135,0.1297,0.0311,0.03,0.0072,0.0087,,
19.3,95.9,0.13,0.1307,0.0286,0.0292,0.0068,0.0087,,
19.4,95.9,0.1304,0.13,0.0288,0.0286,0.0064,0.0084,,
19.5,95.9,0.125,0.1279,0.0269,0.0273,0.006,0.0078,,
19.6,95.9,0.1146,0.1183,0.025,0.0249,0.0059,0.0073,,
19.7,95.9,0.1092,0.1092,0.0232,0.0235,0.0051,0.0073,,
19.8,95.9,0.097,0.1012,0.0198,0.022,0.0048,0.007,,
19.9,95.9,0.0875,0.0908,0.0189,0.0198,0.0045,0.0063,,
20,95.9,0.0798,0.0811,0.0165,0.0185,0.0038,0.0058,,
20.1,95.9,0.0727,0.0726,0.0156,0.0169,0.0036,0.0053,,
20.2,95.9,0.0658,0.0608,0.0147,0.0136,0.0033,0.004,,
20.3,95.9,0.0583,0.0531,0.0124,0.0128,0.0034,0.0037,,
20.4,95.9,0.0507,0.0444,0.0109,0.0115,0.0029,0.0033,,
20.5,95.9,0.0458,0.0421,0.0095,0.0108,0.0026,0.003,,
20.6,95.9,0.0382,0.0357,0.0076,0.0087,0.0022,0.0024,,
20.7,95.9,0.0355,0.0327,0.0071,0.0078,0.0024,0.0021,,
20.8,95.9,0.0298,0.0289,0.0058,0.0069,0.0017,0.0019,,
20.9,95.9,0.0237,0.0253,0.0048,0.0064,0.0014,0.0017,,
21,95.9,0.0178,0.0195,0.0033,0.0052,0.0011,0.0014,,
21.1,95.9,0.0124,0.014,0.0019,0.0036,0.0007,0.001,,
21.2,95.9,0.0065,0.0062,0.0012,0.0016,0.0004,0.0004,,
21.3,95.9,0.0023,0.0029,0.0004,0.0009,0.0002,0.0002,,
15.4,96,0.0024,0.0016,0.0007,0.0002,0.0002,0.0001,,
15.5,96,0.0044,0.003,0.0015,0.0007,0.0002,0.0002,,
15.6,96,0.012,0.009,0.0041,0.0027,0.0009,0.0007,,
15.7,96,0.0196,0.014,0.0068,0.0033,0.0015,0.0008,,
15.8,96,0.0263,0.0188,0.0081,0.0045,0.0014,0.0012,,
15.9,96,0.0349,0.0261,0.0095,0.0058,0.0019,0.0017,,
16,96,0.0444,0.0303,0.0105,0.0064,0.002,0.0021,,
16.1,96,0.051,0.0337,0.0114,0.0071,0.0019,0.0024,,
16.2,96,0.0585,0.0387,0.0116,0.0078,0.002,0.0028,,
16.3,96,0.063,0.0409,0.0116,0.0081,0.002,0.003,,
16.4,96,0.0695,0.0426,0.0114,0.0084,0.0018,0.0034,,
16.5,96,0.0727,0.0459,0.0109,0.0093,0.0019,0.0037,,
16.6,96,0.0759,0.0471,0.011,0.0095,0.0021,0.0043,,
16.7,96,0.0758,0.0493,0.0108,0.0099,0.0021,0.0048,,
16.8,96,0.0765,0.0528,0.0106,0.0114,0.0025,0.0058,,
16.9,96,0.0768,0.0602,0.0121,0.0136,0.0027,0.0071,,
17,96,0.0832,0.0656,0.0146,0.0158,0.003,0.0072,,
17.1,96,0.0842,0.0708,0.0156,0.017,0.0037,0.0072,,
17.2,96,0.0894,0.0747,0.0186,0.0182,0.0044,0.0077,,
17.3,96,0.0983,0.0779,0.0229,0.0188,0.0058,0.0073,,
17.4,96,0.105,0.0797,0.0272,0.0188,0.0072,0.0069,,
17.5,96,0.1102,0.0809,0.0289,0.0194,0.0073,0.0064,,
17.6,96,0.1158,0.0771,0.0302,0.0179,0.0077,0.0058,,
17.7,96,0.1206,0.076,0.0333,0.017,0.0089,0.0051,,
17.8,96,0.1266,0.0731,0.0342,0.0173,0.0091,0.0049,,
17.9,96,0.1275,0.0722,0.0341,0.0184,0.0096,0.0056,,
18,96,0.1304,0.0776,0.0345,0.0206,0.0097,0.007,,
18.1,96,0.1319,0.0843,0.0361,0.0235,0.0109,0.0081,,
18.2,96,0.1338,0.0895,0.0371,0.0263,0.0105,0.01,,
18.3,96,0.1355,0.0984,0.037,0.0298,0.0104,0.0116,,
18.4,96,0.1383,0.106,0.0377,0.0321,0.0102,0.0126,,
18.5,96,0.1407,0.1133,0.0387,0.0338,0.0107,0.0137,,
18.6,96,0.1404,0.1164,0.0385,0.035,0.011,0.0137,,
18.7,96,0.1397,0.1232,0.0379,0.0353,0.0101,0.0137,,
18.8,96,0.14,0.1286,0.0371,0.0368,0.0098,0.0134,,
18.9,96,0.136,0.1294,0.0352,0.035,0.0089,0.0123,,
19,96,0.1379,0.1298,0.0333,0.0324,0.0078,0.0109,,
19.1,96,0.1332,0.1291,0.0305,0.0309,0.0075,0.0097,,
19.2,96,0.1333,0.1258,0.0293,0.0283,0.0066,0.0085,,
19.3,96,0.1282,0.1259,0.0281,0.0286,0.0066,0.0082,,
19.4,96,0.1249,0.1273,0.0267,0.0274,0.0061,0.007,,
19.5,96,0.1196,0.1225,0.0256,0.0253,0.006,0.0069,,
19.6,96,0.1097,0.1129,0.0232,0.0244,0.0058,0.0068,,
19.7,96,0.1006,0.1044,0.0207,0.0221,0.0049,0.0065,,
19.8,96,0.0879,0.0912,0.0179,0.0199,0.0045,0.0058,,
19.9,96,0.0767,0.0812,0.0165,0.0179,0.0043,0.0054,,
20,96,0.0693,0.0703,0.0143,0.0148,0.0039,0.0049,,
20.1,96,0.0595,0.0591,0.0129,0.0137,0.0032,0.0041,,
20.2,96,0.0493,0.0486,0.0115,0.0112,0.0029,0.0033,,
20.3,96,0.0416,0.0386,0.0091,0.0089,0.0027,0.003,,
20.4,96,0.0345,0.0289,0.0076,0.0072,0.0021,0.0019,,
20.5,96,0.0278,0.024,0.0058,0.0055,0.0017,0.0016,,
20.6,96,0.0222,0.0223,0.0049,0.0061,0.0016,0.0016,,
20.7,96,0.0197,0.0202,0.0044,0.0057,0.0014,0.0016,,
20.8,96,0.0171,0.0171,0.0034,0.0046,0.0012,0.0012,,
20.9,96,0.0128,0.0131,0.0023,0.0041,0.0007,0.0009,,
21,96,0.0079,0.0101,0.0016,0.003,0.0007,0.0007,,
21.1,96,0.0035,0.0047,0.0006,0.0018,0.0003,0.0006,,
21.2,96,0.0009,0.0015,0,0.0008,0,0.0002,,
15.5,96.1,0.0012,0.001,0.0002,0.0002,0.0001,0.0001,,
15.6,96.1,0.0038,0.0031,0.0012,0.0009,0.0002,0.0002,,
15.7,96.1,0.0126,0.0096,0.0042,0.0026,0.0008,0.0006,,
15.8,96.1,0.0179,0.0139,0.0058,0.0035,0.0008,0.0009,,
15.9,96.1,0.027,0.0205,0.0073,0.0048,0.0013,0.0014,,
16,96.1,0.0347,0.0253,0.008,0.0054,0.0014,0.002,,
16.1,96.1,0.0433,0.0283,0.0082,0.0058,0.0013,0.0021,,
16.2,96.1,0.0504,0.0323,0.009,0.0064,0.0014,0.0023,,
16.3,96.1,0.0587,0.0362,0.0098,0.0068,0.0014,0.0026,,
16.4,96.1,0.0647,0.0387,0.0102,0.0069,0.0017,0.0027,,
16.5,96.1,0.0692,0.0431,0.0103,0.0081,0.0019,0.0035,,
16.6,96.1,0.0689,0.043,0.0089,0.0078,0.0018,0.0035,,
16.7,96.1,0.0737,0.0477,0.0087,0.0085,0.0018,0.004,,
16.8,96.1,0.0734,0.0502,0.0089,0.0086,0.002,0.004,,
16.9,96.1,0.0751,0.054,0.0109,0.0102,0.0022,0.0049,,
17,96.1,0.0789,0.0612,0.0132,0.012,0.0029,0.0051,,
17.1,96.1,0.0823,0.0657,0.0148,0.0129,0.0035,0.0054,,
17.2,96.1,0.0855,0.0705,0.017,0.0157,0.0045,0.0063,,
17.3,96.1,0.0943,0.0719,0.0205,0.0155,0.0053,0.0058,,
17.4,96.1,0.1009,0.0747,0.0241,0.0159,0.0063,0.0053,,
17.5,96.1,0.1074,0.0788,0.0267,0.0163,0.0068,0.0051,,
17.6,96.1,0.1094,0.0752,0.0272,0.0155,0.0072,0.0043,,
17.7,96.1,0.1156,0.076,0.0297,0.0155,0.0077,0.004,,
17.8,96.1,0.1191,0.0738,0.0295,0.016,0.0077,0.0042,,
17.9,96.1,0.1238,0.0724,0.03,0.0167,0.0077,0.0045,,
18,96.1,0.1255,0.0768,0.0319,0.0195,0.0087,0.0062,,
18.1,96.1,0.1253,0.0812,0.0333,0.0207,0.0088,0.0071,,
18.2,96.1,0.1283,0.0881,0.0347,0.0249,0.0096,0.0095,,
18.3,96.1,0.1295,0.0947,0.0336,0.0262,0.0094,0.0104,,
18.4,96.1,0.1322,0.0975,0.0346,0.0272,0.0094,0.0111,,
18.5,96.1,0.1339,0.1037,0.0357,0.0292,0.0096,0.0117,,
18.6,96.1,0.1345,0.1082,0.0351,0.0305,0.009,0.0123,,
18.7,96.1,0.1352,0.1174,0.0361,0.0323,0.0093,0.0122,,
18.8,96.1,0.1356,0.1226,0.0356,0.0323,0.0091,0.012,,
18.9,96.1,0.1348,0.1252,0.0339,0.0309,0.0084,0.0106,,
19,96.1,0.1347,0.1252,0.0328,0.0309,0.0074,0.0111,,
19.1,96.1,0.131,0.1241,0.0302,0.0286,0.0068,0.0093,,
19.2,96.1,0.1276,0.1205,0.0274,0.0264,0.0063,0.0076,,
19.3,96.1,0.1272,0.1206,0.0272,0.0259,0.0063,0.0071,,
19.4,96.1,0.1223,0.1231,0.0256,0.0253,0.0062,0.0067,,
19.5,96.1,0.1142,0.1174,0.0242,0.0243,0.006,0.0067,,
19.6,96.1,0.1019,0.1063,0.0214,0.0221,0.0053,0.0062,,
19.7,96.1,0.0907,0.0937,0.0188,0.0187,0.0047,0.0057,,
19.8,96.1,0.0798,0.0805,0.0165,0.0165,0.0041,0.0052,,
19.9,96.1,0.0663,0.0696,0.0135,0.0147,0.0036,0.0044,,
20,96.1,0.0544,0.0582,0.011,0.012,0.0026,0.0035,,
20.1,96.1,0.047,0.0473,0.0103,0.01,0.0027,0.0028,,
20.2,96.1,0.036,0.0353,0.0081,0.007,0.0023,0.0021,,
20.3,96.1,0.0277,0.0244,0.0063,0.0054,0.002,0.0016,,
20.4,96.1,0.0193,0.016,0.0044,0.0044,0.0014,0.0012,,
20.5,96.1,0.0139,0.0118,0.0032,0.003,0.0012,0.0008,,
20.6,96.1,0.0101,0.0089,0.0026,0.0023,0.001,0.0007,,
20.7,96.1,0.0086,0.0079,0.0016,0.0025,0.0007,0.0005,,
20.8,96.1,0.006,0.0061,0.0013,0.0019,0.0005,0.0006,,
20.9,96.1,0.0031,0.0047,0.0006,0.0019,0.0003,0.0005,,
21,96.1,0.0009,0.0015,0.0002,0.0007,0.0002,0.0002,,
15.7,96.2,0.0049,0.0034,0.0018,0.0009,0.0003,0.0002,,
15.8,96.2,0.0128,0.009,0.004,0.0022,0.0006,0.0006,,
15.9,96.2,0.0189,0.0136,0.0054,0.0034,0.0008,0.001,,
16,96.2,0.0268,0.0191,0.0061,0.0042,0.0009,0.0016,,
16.1,96.2,0.0347,0.023,0.0064,0.004,0.001,0.0015,,
16.2,96.2,0.0448,0.0267,0.0074,0.0048,0.001,0.0018,,
16.3,96.2,0.0523,0.0306,0.009,0.0051,0.0013,0.0021,,
16.4,96.2,0.0584,0.0342,0.0087,0.0053,0.0014,0.0023,,
16.5,96.2,0.0634,0.0388,0.0089,0.0064,0.0016,0.0029,,
16.6,96.2,0.067,0.0412,0.0082,0.0067,0.0015,0.0032,,
16.7,96.2,0.0698,0.0436,0.0081,0.0058,0.0016,0.0027,,
16.8,96.2,0.0708,0.0463,0.0084,0.0058,0.0016,0.0028,,
16.9,96.2,0.0723,0.0502,0.0096,0.0072,0.0019,0.0033,,
17,96.2,0.077,0.0555,0.0128,0.0083,0.0027,0.0036,,
17.1,96.2,0.0781,0.0604,0.0141,0.0095,0.0033,0.0038,,
17.2,96.2,0.0836,0.0645,0.015,0.0111,0.0035,0.0044,,
17.3,96.2,0.0891,0.0665,0.0181,0.0121,0.0045,0.0044,,
17.4,96.2,0.0952,0.0698,0.0211,0.0133,0.0053,0.0043,,
17.5,96.2,0.1012,0.0712,0.0235,0.0133,0.0058,0.0036,,
17.6,96.2,0.1055,0.0719,0.0249,0.0129,0.0063,0.0034,,
17.7,96.2,0.1113,0.0742,0.0273,0.0144,0.007,0.0035,,
17.8,96.2,0.1147,0.072,0.0279,0.0142,0.0074,0.0031,,
17.9,96.2,0.119,0.0696,0.0288,0.0145,0.0074,0.0037,,
18,96.2,0.1217,0.0728,0.0295,0.0161,0.0069,0.0044,,
18.1,96.2,0.1225,0.0779,0.032,0.018,0.0078,0.0061,,
18.2,96.2,0.1275,0.0841,0.034,0.0202,0.0089,0.007,,
18.3,96.2,0.1258,0.0889,0.0326,0.0226,0.0086,0.0087,,
18.4,96.2,0.1272,0.0926,0.0325,0.0244,0.0084,0.01,,
18.5,96.2,0.1306,0.0984,0.0337,0.0258,0.0086,0.0105,,
18.6,96.2,0.1323,0.1039,0.0333,0.027,0.0082,0.0107,,
18.7,96.2,0.1319,0.1107,0.0339,0.0286,0.0083,0.0109,,
18.8,96.2,0.1333,0.1177,0.0348,0.0295,0.0088,0.0107,,
18.9,96.2,0.1327,0.1178,0.0334,0.0287,0.0086,0.0102,,
19,96.2,0.1342,0.1209,0.0328,0.0291,0.0081,0.0094,,
19.1,96.2,0.1311,0.1196,0.0308,0.0276,0.0072,0.0088,,
19.2,96.2,0.1292,0.1186,0.0299,0.0264,0.0074,0.0072,,
19.3,96.2,0.1244,0.1167,0.0267,0.0253,0.0062,0.0066,,
19.4,96.2,0.1202,0.1184,0.0252,0.0244,0.0058,0.0062,,
19.5,96.2,0.1089,0.1114,0.0235,0.023,0.006,0.0061,,
19.6,96.2,0.0968,0.0973,0.0204,0.0199,0.0052,0.0056,,
19.7,96.2,0.0824,0.0852,0.0171,0.0174,0.0043,0.0049,,
19.8,96.2,0.0706,0.0719,0.0144,0.0142,0.0036,0.0039,,
19.9,96.2,0.0565,0.0583,0.0114,0.0109,0.0031,0.003,,
20,96.2,0.0458,0.0469,0.0094,0.0088,0.0023,0.0024,,
20.1,96.2,0.0357,0.0359,0.0075,0.0069,0.0017,0.002,,
20.2,96.2,0.0216,0.0246,0.005,0.0049,0.0014,0.0012,,
20.3,96.2,0.0128,0.0117,0.0033,0.0026,0.001,0.0008,,
20.4,96.2,0.0082,0.0052,0.0016,0.001,0.0006,0.0002,,
20.5,96.2,0.0021,0.0012,0.0003,0.0005,0,0.0001,,
20.6,96.2,0.0013,0.0017,0.0004,0.0004,0.0002,0.0001,,
20.7,96.2,0.0009,0.0015,0.0002,0.0007,0.0002,0.0002,,
15.7,96.3,0.0016,0.0011,0.0003,0.0003,0.0001,0.0001,,
15.8,96.3,0.0069,0.0044,0.0022,0.0012,0.0002,0.0002,,
15.9,96.3,0.0131,0.0097,0.0032,0.0022,0.0003,0.0007,,
16,96.3,0.0225,0.0157,0.0045,0.0031,0.0007,0.0012,,
16.1,96.3,0.029,0.0195,0.0051,0.0032,0.0007,0.0012,,
16.2,96.3,0.0373,0.0226,0.006,0.0034,0.0007,0.0012,,
16.3,96.3,0.0458,0.0275,0.0066,0.0036,0.0007,0.0015,,
16.4,96.3,0.0534,0.0311,0.0072,0.0037,0.0011,0.0016,,
16.5,96.3,0.0579,0.0348,0.007,0.0046,0.0011,0.0021,,
16.6,96.3,0.063,0.0392,0.0078,0.0049,0.0012,0.0021,,
16.7,96.3,0.0674,0.0429,0.0073,0.0048,0.0014,0.0022,,
16.8,96.3,0.069,0.0437,0.0073,0.004,0.0015,0.0017,,
16.9,96.3,0.0696,0.0472,0.0085,0.0046,0.0016,0.002,,
17,96.3,0.072,0.0519,0.0108,0.0059,0.0025,0.0025,,
17.1,96.3,0.0728,0.0568,0.0121,0.0077,0.003,0.0029,,
17.2,96.3,0.0784,0.0596,0.0128,0.0087,0.003,0.003,,
17.3,96.3,0.0835,0.0626,0.0156,0.0097,0.0038,0.0032,,
17.4,96.3,0.091,0.0648,0.0184,0.0102,0.0042,0.0029,,
17.5,96.3,0.0968,0.0671,0.0204,0.0109,0.005,0.0028,,
17.6,96.3,0.1024,0.0684,0.0225,0.0119,0.0056,0.0031,,
17.7,96.3,0.1049,0.0698,0.0238,0.0128,0.0061,0.003,,
17.8,96.3,0.1114,0.0677,0.026,0.0121,0.0066,0.0026,,
17.9,96.3,0.1165,0.0673,0.0266,0.0129,0.0064,0.0028,,
18,96.3,0.1195,0.0693,0.0281,0.0141,0.0064,0.0032,,
18.1,96.3,0.1202,0.0752,0.0305,0.0163,0.0077,0.0044,,
18.2,96.3,0.1217,0.0776,0.0313,0.0176,0.0077,0.0053,,
18.3,96.3,0.1228,0.0826,0.0314,0.0198,0.0081,0.0069,,
18.4,96.3,0.1274,0.0872,0.033,0.0215,0.0084,0.008,,
18.5,96.3,0.1273,0.0923,0.0328,0.0231,0.0083,0.0085,,
18.6,96.3,0.1305,0.0985,0.0333,0.0242,0.0078,0.0091,,
18.7,96.3,0.13,0.1062,0.0334,0.026,0.0082,0.0091,,
18.8,96.3,0.1306,0.1127,0.0333,0.0267,0.0082,0.0089,,
18.9,96.3,0.1328,0.1165,0.0336,0.0286,0.0082,0.0097,,
19,96.3,0.1316,0.1166,0.0315,0.0277,0.0076,0.0086,,
19.1,96.3,0.1288,0.1165,0.0307,0.0263,0.0075,0.0082,,
19.2,96.3,0.1259,0.1139,0.0291,0.0261,0.0067,0.0068,,
19.3,96.3,0.1216,0.1129,0.0276,0.0249,0.0064,0.0063,,
19.4,96.3,0.1151,0.1117,0.0267,0.0245,0.0063,0.0062,,
19.5,96.3,0.1027,0.1033,0.0229,0.0218,0.0058,0.0058,,
19.6,96.3,0.0891,0.0893,0.0193,0.0189,0.0049,0.005,,
19.7,96.3,0.0764,0.0765,0.0166,0.0163,0.0041,0.0047,,
19.8,96.3,0.0619,0.0626,0.0128,0.0124,0.0035,0.0035,,
19.9,96.3,0.0489,0.0495,0.0105,0.0091,0.0027,0.0027,,
20,96.3,0.0374,0.0391,0.008,0.0075,0.0019,0.0021,,
20.1,96.3,0.0271,0.0286,0.0058,0.0051,0.0016,0.0016,,
20.2,96.3,0.0147,0.0169,0.0035,0.0032,0.001,0.001,,
20.3,96.3,0.0067,0.0078,0.0016,0.0013,0.0005,0.0004,,
15.8,96.4,0.004,0.0022,0.0009,0.0008,0.0002,0.0001,,
15.9,96.4,0.0091,0.007,0.0019,0.0016,0.0002,0.0004,,
16,96.4,0.0172,0.0116,0.0027,0.0021,0.0002,0.0008,,
16.1,96.4,0.0247,0.017,0.004,0.0026,0.0005,0.001,,
16.2,96.4,0.0314,0.0206,0.004,0.0028,0.0003,0.001,,
16.3,96.4,0.04,0.0231,0.0048,0.0029,0.0005,0.001,,
16.4,96.4,0.0468,0.0274,0.0053,0.003,0.0005,0.0011,,
16.5,96.4,0.0516,0.0308,0.0054,0.003,0.0007,0.0012,,
16.6,96.4,0.0588,0.0367,0.006,0.0037,0.0011,0.0014,,
16.7,96.4,0.063,0.0397,0.0062,0.0034,0.0012,0.0013,,
16.8,96.4,0.0659,0.0407,0.0063,0.0029,0.0012,0.0009,,
16.9,96.4,0.0676,0.0454,0.0067,0.0035,0.0012,0.0009,,
17,96.4,0.068,0.0502,0.0087,0.0048,0.0018,0.0014,,
17.1,96.4,0.0695,0.052,0.0097,0.0056,0.0022,0.0016,,
17.2,96.4,0.0737,0.0555,0.0115,0.0072,0.0026,0.0021,,
17.3,96.4,0.0801,0.0602,0.0142,0.0089,0.0035,0.0027,,
17.4,96.4,0.0849,0.0628,0.0166,0.0093,0.0041,0.0025,,
17.5,96.4,0.0915,0.0649,0.0181,0.0108,0.0045,0.0026,,
17.6,96.4,0.0951,0.0655,0.0192,0.0111,0.0047,0.0027,,
17.7,96.4,0.1,0.0659,0.0212,0.0111,0.0053,0.0022,,
17.8,96.4,0.1058,0.065,0.0241,0.0113,0.0062,0.002,,
17.9,96.4,0.1106,0.066,0.0249,0.0121,0.0062,0.0022,,
18,96.4,0.1151,0.0665,0.0271,0.0131,0.0062,0.0026,,
18.1,96.4,0.1188,0.0706,0.0292,0.0146,0.0073,0.003,,
18.2,96.4,0.1214,0.0742,0.03,0.016,0.0072,0.0042,,
18.3,96.4,0.1218,0.0788,0.0302,0.0178,0.0079,0.0053,,
18.4,96.4,0.1221,0.084,0.0311,0.0189,0.008,0.0064,,
18.5,96.4,0.125,0.0875,0.0326,0.0207,0.0076,0.0068,,
18.6,96.4,0.1272,0.0933,0.0332,0.0221,0.0079,0.0076,,
18.7,96.4,0.126,0.1018,0.0319,0.0236,0.0074,0.0081,,
18.8,96.4,0.1277,0.1088,0.0328,0.0248,0.0078,0.0077,,
18.9,96.4,0.1273,0.1127,0.0329,0.0265,0.008,0.0081,,
19,96.4,0.1289,0.1126,0.0322,0.0256,0.0076,0.0076,,
19.1,96.4,0.1248,0.1136,0.0301,0.0263,0.0072,0.0072,,
19.2,96.4,0.1214,0.1086,0.0286,0.0243,0.0068,0.0063,,
19.3,96.4,0.1138,0.1053,0.0263,0.0233,0.0065,0.0058,,
19.4,96.4,0.1056,0.1012,0.0249,0.0217,0.006,0.0053,,
19.5,96.4,0.096,0.0971,0.0221,0.0208,0.0054,0.0053,,
19.6,96.4,0.0824,0.0835,0.0184,0.0174,0.0045,0.0045,,
19.7,96.4,0.0671,0.0672,0.0151,0.0142,0.0036,0.0039,,
19.8,96.4,0.0537,0.0533,0.0113,0.0099,0.003,0.0028,,
19.9,96.4,0.0416,0.0408,0.0091,0.0082,0.0024,0.0024,,
20,96.4,0.0316,0.0323,0.0064,0.0059,0.0016,0.0016,,
20.1,96.4,0.0186,0.0228,0.0041,0.004,0.0011,0.0008,,
20.2,96.4,0.0105,0.013,0.0026,0.0021,0.0007,0.0005,,
20.3,96.4,0.0042,0.0051,0.0008,0.0009,0.0003,0.0004,,
15.9,96.5,0.0059,0.0033,0.0009,0.0009,0.0001,0.0002,,
16,96.5,0.0116,0.0086,0.0013,0.0014,0.0002,0.0004,,
16.1,96.5,0.0189,0.0127,0.0021,0.0019,0.0002,0.0006,,
16.2,96.5,0.0247,0.0159,0.0028,0.0018,0.0002,0.0006,,
16.3,96.5,0.0329,0.0198,0.003,0.0021,0.0002,0.0007,,
16.4,96.5,0.0393,0.0232,0.0033,0.0021,0.0003,0.0006,,
16.5,96.5,0.0441,0.0269,0.0036,0.0024,0.0003,0.0007,,
16.6,96.5,0.0513,0.03,0.0043,0.0021,0.0006,0.0008,,
16.7,96.5,0.0577,0.0353,0.0053,0.0023,0.0008,0.0007,,
16.8,96.5,0.0597,0.0378,0.0048,0.0025,0.0008,0.0005,,
16.9,96.5,0.0629,0.0412,0.0058,0.0032,0.0009,0.0007,,
17,96.5,0.0635,0.0466,0.0071,0.0038,0.0012,0.0005,,
17.1,96.5,0.0686,0.0503,0.0088,0.0045,0.0017,0.0006,,
17.2,96.5,0.0696,0.0532,0.0102,0.0063,0.0022,0.0009,,
17.3,96.5,0.074,0.0574,0.0123,0.0076,0.0025,0.0016,,
17.4,96.5,0.0802,0.061,0.0142,0.0088,0.0033,0.0018,,
17.5,96.5,0.0851,0.0632,0.0161,0.0101,0.0038,0.0021,,
17.6,96.5,0.091,0.0629,0.0175,0.0098,0.0043,0.0016,,
17.7,96.5,0.0946,0.0647,0.02,0.0105,0.0051,0.0017,,
17.8,96.5,0.1,0.0651,0.0222,0.0114,0.0056,0.0017,,
17.9,96.5,0.1064,0.063,0.024,0.0105,0.0058,0.0018,,
18,96.5,0.1107,0.0623,0.0253,0.011,0.0062,0.0021,,
18.1,96.5,0.113,0.0663,0.0263,0.0126,0.0064,0.0021,,
18.2,96.5,0.114,0.0701,0.0271,0.0135,0.007,0.0031,,
18.3,96.5,0.1158,0.0755,0.0281,0.0152,0.0067,0.0037,,
18.4,96.5,0.1174,0.0817,0.029,0.0177,0.007,0.0053,,
18.5,96.5,0.1193,0.0846,0.0302,0.0186,0.0071,0.0061,,
18.6,96.5,0.121,0.0896,0.0313,0.0206,0.0074,0.0067,,
18.7,96.5,0.1214,0.098,0.0311,0.022,0.0075,0.0074,,
18.8,96.5,0.1219,0.1045,0.0319,0.0241,0.0074,0.0072,,
18.9,96.5,0.1193,0.1057,0.0308,0.0235,0.0069,0.0072,,
19,96.5,0.1188,0.108,0.03,0.0244,0.0068,0.0076,,
19.1,96.5,0.1138,0.1032,0.0292,0.0233,0.0071,0.0063,,
19.2,96.5,0.1093,0.0987,0.0273,0.0216,0.0063,0.0058,,
19.3,96.5,0.1025,0.093,0.0248,0.0205,0.0057,0.0052,,
19.4,96.5,0.0917,0.0907,0.0216,0.0202,0.0049,0.005,,
19.5,96.5,0.0817,0.0835,0.0193,0.0175,0.0045,0.0044,,
19.6,96.5,0.0708,0.0709,0.016,0.0153,0.0038,0.0038,,
19.7,96.5,0.0589,0.0572,0.0125,0.0123,0.003,0.0034,,
19.8,96.5,0.0465,0.0458,0.01,0.0094,0.0026,0.0025,,
19.9,96.5,0.0337,0.0341,0.0076,0.0065,0.0019,0.0016,,
20,96.5,0.0235,0.0244,0.005,0.0044,0.0012,0.0011,,
20.1,96.5,0.0152,0.017,0.0034,0.0029,0.0009,0.0007,,
20.2,96.5,0.0075,0.0099,0.0015,0.0015,0.0004,0.0005,,
20.3,96.5,0.0016,0.002,0.0002,0.0002,0,0.0001,,
15.9,96.6,0.0028,0.0009,0.0004,0.0001,0.0002,0,,
16,96.6,0.0088,0.0052,0.0011,0.0005,0.0002,0.0002,,
16.1,96.6,0.0131,0.0088,0.0012,0.0006,0.0002,0.0002,,
16.2,96.6,0.0204,0.0131,0.0017,0.0012,0.0002,0.0002,,
16.3,96.6,0.0267,0.0166,0.002,0.0012,0.0002,0.0004,,
16.4,96.6,0.0331,0.0188,0.0025,0.001,0.0002,0.0003,,
16.5,96.6,0.0383,0.0221,0.0028,0.0009,0.0002,0.0002,,
16.6,96.6,0.044,0.0266,0.0034,0.0015,0.0003,0.0004,,
16.7,96.6,0.0483,0.0295,0.0035,0.0013,0.0005,0.0003,,
16.8,96.6,0.054,0.0338,0.004,0.0016,0.0004,0.0002,,
16.9,96.6,0.0562,0.0379,0.0046,0.0027,0.0006,0.0003,,
17,96.6,0.0603,0.044,0.0067,0.0038,0.0009,0.0003,,
17.1,96.6,0.0616,0.0484,0.0077,0.0047,0.0015,0.0007,,
17.2,96.6,0.0667,0.0523,0.0083,0.0061,0.0016,0.0011,,
